Exchange,Stock,Stock_Name,Sector,Market_Cap,Weight_per
AX,CHZ,Chesser Resources,Materials,10728900,0.001
AX,CI1,Credit Intelligence,Industrials,14767700,0.001
AX,CIA,Champion Iron Limited,Materials,565812000,0.027
AX,CIE,Contango Inc Gen Limited,,95628100,0.004
AX,CII,Ci Resources Limited,Materials,190709000,0.009
AX,CIM,Cimic Group Limited,Industrials,16653700000,0.78
AX,CIN,Carlton Investments,Financials,889020000,0.042
AX,CINPA,Carlton Investments 7% Cumulative Preference,Financials,166786,0
AX,CIO,Connected Io Limited,Information Technology,3063310,0
AX,CIP,Centuria I REIT Ordinary Units FP,Real Estate,705334000,0.033
AX,CIW,Clime Investment,Financials,28424200,0.001
AX,CIZ,Corizon Limited,,3150000,0
AX,CKA,Cokal Limited,Materials,26570800,0.001
AX,CKF,Collins Foods Limited,Consumer Discretionary,721207000,0.034
AX,CL1,Class Limited,Information Technology,251797000,0.012
AX,CL8,Collaborate Corp,Consumer Discretionary,9905890,0
AX,CLA,Celsius Resource Limited,Materials,93199100,0.004
AX,CLF,Concentrated Leaders,Financials,76925000,0.004
AX,CLH,Collection House,Industrials,212586000,0.01
AX,CLI,Croplogic,Industrials,2300060,0
AX,CLL,Collerina Cobalt,Materials,64296500,0.003
AX,CLQ,Clean TEQ Holdings Limited,Industrials,406252000,0.019
AX,CLT,Cellnet Group,Information Technology,31297500,0.001
AX,CLV,Clover Corporation,Health Care,257683000,0.012
AX,CLW,CHTR H LWR Stapled Securities,Real Estate,975661000,0.046
AX,CLX,Cti Logistics,Industrials,79452900,0.004
AX,CLY,Clancy Exploration,Materials,6748770,0
AX,CLZ,Classic Min Limited,Materials,12525800,0.001
AX,CM1,Coolgardie Minerals,Materials,10387300,0
AX,CM8,Crowd Mobile Limited,Consumer Discretionary,9993340,0
AX,CMA,Centuria Metro REIT Ordinary Units FP,Real Estate,614264000,0.029
AX,CMC,China Magnesium Corp,Materials,6927740,0
AX,CMD,Cassius Mining Limited,Materials,7837390,0
AX,CMI,CMI Limited,,46580500,0.002
AX,CMM,Capricorn Metals,Materials,60582800,0.003
AX,CMP,Compumedics Limited,Health Care,79723300,0.004
AX,CMW,Cromwell Prop Ordinary/Units FP Stapled Securities,Real Estate,2129430000,0.1
AX,CMY,Capital Mining,Materials,5068950,0
AX,CND,Clarius Group Limited,Industrials,4927020,0
AX,CNI,Centuria Capital Stapled Securities,Financials,416043000,0.019
AX,CNJ,Conico Limited,Materials,8972380,0
AX,CNL,Celamin Holdings Limited,Materials,2781750,0
AX,CNU,Chorus Limited Foreign Exempt NZX,Telecommunication Services,1903310000,0.089
AX,CNW,Cirrus Net Hold Limited,Information Technology,15526000,0.001
AX,CNX,Carbon Energy,Energy,6168680,0
AX,COB,Cobalt Blue Limited,Materials,30613200,0.001
AX,COE,Cooper Energy Limited,Energy,728491000,0.034
AX,COG,Consolidated Ops GP,,156285000,0.007
AX,COH,Cochlear Limited,Health Care,11574100000,0.542
AX,COI,Comet Ridge Limited,Energy,276593000,0.013
AX,COM,Comops Limited,Information Technology,11876300,0.001
AX,COO,Corum Group Limited,Information Technology,9990540,0
AX,CORE,ETFs GLB CORE Infra ETF Units FP,,3248340,0
AX,COY,Coppermoly Limited,Materials,11021300,0.001
AX,CP1,Cannpal Animal,Health Care,7117210,0
AX,CPH,Creso Pharma Limited,Health Care,51814300,0.002
AX,CPU,Computershare Limited,Information Technology,10832000000,0.507
AX,CPV,Clearvue Technologie,Industrials,32976400,0.002
AX,CQR,Charter Hall Retail Units FP,Real Estate,1707590000,0.08
AX,CR1,Constellation Res,Materials,9450030,0
AX,CRB,Carbine Resources,Materials,5992400,0
AX,CRD,Credible Labs Chess Depositary Interests 25:1 US Prohibited,Financials,131564000,0.006
AX,CRED,Betaauscorpbondetf ETF Units FP,,26042600,0.001
AX,CRL,Comet Resources,Materials,6180000,0
AX,CRM,Carbon Minerals Limited,Energy,2068380,0
AX,CRO,Cirralto Limited,Information Technology,6593350,0
AX,CRR,Conven Retail REIT Stapled Securities,Real Estate,220976000,0.01
AX,CSD,Consolidated Tin Min,Materials,13610500,0.001
AX,CSE,Copper Strike Limited,Materials,16560900,0.001
AX,CSK,Crowdspark Limited,Consumer Discretionary,1369790,0
AX,CSL,CSL Limited,Health Care,91094400000,4.267
AX,CSR,CSR Limited,Materials,1901240000,0.089
AX,CSS,Clean Seas Limited,Consumer Staples,101706000,0.005
AX,CSV,CSG Limited,Information Technology,83588900,0.004
AX,CT1,CCP Technologies Limited,Information Technology,5158120,0
AX,CTD,Corp Travel Limited,Consumer Discretionary,3305120000,0.155
AX,CTE,Cryosite Limited,Health Care,2999010,0
AX,CTL,Centennial MNG Limited,Materials,9399910,0
AX,CTM,Centaurus Metals Limited,Materials,18439900,0.001
AX,CTO,Citigold Corp Limited,Materials,15047400,0.001
AX,CTP,Central Petroleum,Energy,98996200,0.005
AX,CTX,Caltex Australia,Energy,7798230000,0.365
AX,CUE,CUE Energy Resource,Energy,46075900,0.002
AX,CUL,Cullen Resources,Materials,2598560,0
AX,CUP,Countplus Limited,Industrials,75386900,0.004
AX,CUV,Clinuvel Pharmaceut,Health Care,1054310000,0.049
AX,CUX,Crossland Metals Limited,Materials,5058230,0
AX,CV1,CV Check Limited,Information Technology,16107500,0.001
AX,CVC,CVC Limited,Financials,334808000,0.016
AX,CVF,Contrarian Valfd Limited,,80123000,0.004
AX,CVL,Civmec Limited Chess Depositary Interests 1:1,Industrials,288075000,0.013
AX,CVN,Carnarvon Petroleum,Energy,475955000,0.022
AX,CVS,Cervantes Corp Limited,Materials,3462780,0
AX,CVT,Covata Limited,Information Technology,16825500,0.001
AX,CVV,Caravel Minerals Limited,Materials,6124660,0
AX,CVW,Clearview Wealth Limited,Financials,628167000,0.029
AX,CWL,Chant West Holdings,Information Technology,6196190,0
AX,CWN,Crown Resorts Limited,Consumer Discretionary,9410800000,0.441
AX,CWP,Cedar Woods Prop,Real Estate,457220000,0.021
AX,CWX,Carawine Resources,Materials,12316400,0.001
AX,CWY,Cleanaway Waste Limited,Industrials,3836280000,0.18
AX,CXL,CALIX Limited,,76841000,0.004
AX,CXM,Centrex Metals,Materials,36303800,0.002
AX,CXO,Core Exploration Limited,Materials,30420600,0.001
AX,CXU,Cauldron Energy Limited,Energy,9220110,0
AX,CXX,Cradle Resources Limited,Materials,15722700,0.001
AX,CXZ,Connexion Media Limited,Information Technology,5895160,0
AX,CY5,CYGNUS Gold Limited,Materials,3969350,0
AX,CYA,Century Australia,Financials,91912100,0.004
AX,CYB,CYBG Plc Cdi 1:1 Foreign Exempt Lse,Financials,4602240000,0.216
AX,CYC,Cyclopharm Limited,Health Care,72879600,0.003
AX,CYG,Coventry Group,Industrials,47145600,0.002
AX,CYL,Catalyst Metals,Materials,119361000,0.006
AX,CYP,Cynata Therapeutics,Health Care,124356000,0.006
AX,CYQ,CYCLIQ Group Limited,Consumer Discretionary,6102770,0
AX,CZI,Cassini Resources,Materials,25567500,0.001
AX,CZL,Cons ZINC Limited,Materials,21273600,0.001
AX,CZN,Corazon Limited,Materials,8856980,0
AX,CZR,Coziron Resources,Materials,28568800,0.001
AX,CZZ,Capilano Honey Limited,Consumer Staples,199553000,0.009
AX,D13,Department 13 Intl,Industrials,35177900,0.002
AX,D2O,Duxton Water Limited,,123233000,0.006
AX,DAF,Discovery Africa Limited,Materials,2733520,0
AX,DAU,Dampier Gold Limited,Materials,4546320,0
AX,DAV,Davenport Resources,Materials,4282170,0
AX,DBF,Duxton Broadacre,Financials,65215100,0.003
AX,DCC,Digitalx Limited,Information Technology,42387200,0.002
AX,DCG,Decmil Group Limited,Industrials,154583000,0.007
AX,DCL,Domacom Limited,Financials,6859360,0
AX,DCN,Dacian Gold Limited,Materials,499440000,0.023
AX,DDD,3D Resources Limited,Materials,3543780,0
AX,DDR,Dicker Data Limited,Information Technology,478721000,0.022
AX,DDT,Datadot Technology,Consumer Discretionary,1621210,0
AX,DEG,De Grey Mining,Materials,54519000,0.003
AX,DEM,De.Mem Limited,Utilities,9802620,0
AX,DEV,DEVEX Resources Limited,Energy,6619660,0
AX,DFM,Dongfang Modern AG,Consumer Staples,420357000,0.02
AX,DGH,Desane Group Holdings,Real Estate,57274000,0.003
AX,DGO,DGO Gold Limited,Materials,13419900,0.001
AX,DGR,DGR Global Limited,Materials,88911400,0.004
AX,DHG,Domain Holdings Aus,Information Technology,2031730000,0.095
AX,DHR,Dark Horse Resources,Materials,15383000,0.001
AX,DIV,Ubs IQ Mstar Aus DIV ETF Units FP,,10090200,0
AX,DJRE,SPDR DJ Global REIT ETF Units FP,,255311000,0.012
AX,DJW,Djerriwarrh,Financials,760722000,0.036
AX,DKM,Duketon Mining,Materials,22980700,0.001
AX,DLC,Delecta Limited,Consumer Discretionary,6968460,0
AX,DLX,Duluxgroup Limited,Materials,2985550000,0.14
AX,DMA,Dynasty Resources,Materials,30379600,0.001
AX,DMC,Digimatic Group Limited Chess Depositary Interests 1:1,Information Technology,28761100,0.001
AX,DME,Dome Gold Mines Limited,Materials,59187000,0.003
AX,DMG,Dragon Mountain Gold,Materials,2898840,0
AX,DMKT,Ampcap Dynamic MKTHF Trading Managed Fund Units FP,,30105800,0.001
AX,DMP,Domino PIZZA Enterpr,Consumer Discretionary,4547600000,0.213
AX,DN8,Dreamscape Netwk Limited,Information Technology,46661600,0.002
AX,DNA,Donaco International,Consumer Discretionary,144129000,0.007
AX,DNK,Danakali Limited,Materials,227210000,0.011
AX,DOR,Doriemus Plc Chess Depositary Interests 1:1,Energy,6050410,0
AX,DOW,Downer Edi Limited,Industrials,4692200000,0.22
AX,DRA,Dragon Mining Limited,Materials,15991300,0.001
AX,DRK,Drake Resources,Materials,3134240,0
AX,DRM,Doray Minerals Limited,Materials,154106000,0.007
AX,DRO,Droneshield Limited,Information Technology,28892600,0.001
AX,DRUG,Beta Global Health ETF Units FP,,28115900,0.001
AX,DRX,Diatreme Resources,Materials,30788100,0.001
AX,DSE,Dropsuite Limited,Information Technology,29517200,0.001
AX,DSX,Decimal Software Limited,Information Technology,4105050,0
AX,DTI,DTI Group Limited,Information Technology,15073900,0.001
AX,DTL,Data#3 Limited,Information Technology,227883000,0.011
AX,DTM,Dart Mining NL,Materials,5139680,0
AX,DTR,Dateline Resources,Materials,9366450,0
AX,DTS,Dragontail Systems,Information Technology,16179900,0.001
AX,DTZ,DOTZ Nano Limited,Information Technology,9278320,0
AX,DUB,Dubber Corp Limited,Information Technology,62335300,0.003
AX,DUI,Diversified United,Financials,871256000,0.041
AX,DVL,Dorsavi Limited,Health Care,14273000,0.001
AX,DVN,Devine Limited,Real Estate,47619200,0.002
AX,DW8,Dawine Limited,Consumer Discretionary,2688140,0
AX,DWS,DWS Limited,Information Technology,156220000,0.007
AX,DXB,Dimerix Limited,Health Care,16673900,0.001
AX,DXN,The Data Exchange,Information Technology,19762600,0.001
AX,DXS,Dexus Units FP Stapled,Real Estate,10741600000,0.503
AX,DYL,Deep Yellow Limited,Energy,102271000,0.005
AX,E25,Element 25 Limited,Materials,15023600,0.001
AX,E2E,Eon NRG Limited,Energy,2438340,0
AX,E2M,E2 Metals,Materials,4319960,0
AX,E88,Ensogo Limited,,25433300,0.001
AX,EAF,Evanspartnersasiafnd Ordinary Units FP,,153649000,0.007
AX,EAI,Ellerston Asian,,115523000,0.005
AX,EAR,Echo Resources,Materials,65967300,0.003
AX,EAS,Easton Investments,Financials,32063800,0.002
AX,EAX,Energy Action Limited,Industrials,20244200,0.001
AX,EBG,Eumundi Group Limited,Consumer Discretionary,36202300,0.002
AX,EBO,Ebos Group Limited,Health Care,3139260000,0.147
AX,ECG,Ecargo HLDG Chess Depositary Interest 1:1,Industrials,79982500,0.004
AX,ECT,ENV Clean Tech Limited,Industrials,48005200,0.002
AX,ECX,Eclipx Group Limited,Financials,821466000,0.038
AX,ED1,Evans Dixon,Financials,475131000,0.022
AX,EDC,Eildon Capital Limited,Financials,46731600,0.002
AX,EDE,Eden INV Limited,Energy,63135500,0.003
AX,EEG,Empire Energy Limited,Energy,36375600,0.002
AX,EER,East Energy Resource,Energy,12803900,0.001
AX,EEU,Betashares Euro ETF ETF Units FP,,7277250,0
AX,EFE,Eastern Iron,Materials,2883300,0
AX,EFF,E&P Aus Flagship Ordinary Units FP,,32843000,0.002
AX,EGA,Egan Street Res Limited,Materials,27395300,0.001
AX,EGD,E&P GBL Disruption Ordinary Units FP,,268504000,0.013
AX,EGF,Evans & Partners Ordinary Units FP,,192869000,0.009
AX,EGG,Enero Group Limited,Consumer Discretionary,110430000,0.005
AX,EGH,Eureka Group Limited,Real Estate,67861100,0.003
AX,EGI,Ellerston Global INV,,118934000,0.006
AX,EGL,Environmental Group,Industrials,11444400,0.001
AX,EGN,Engenco Limited,Industrials,178627000,0.008
AX,EGS,Eastern Goldfields,Materials,87605200,0.004
AX,EGY,Energy Tech Limited,Industrials,1044740,0
AX,EHE,Estia Health Limited,Health Care,617629000,0.029
AX,EHH,Eagle HLTH Holdings Limited,Consumer Staples,89160400,0.004
AX,EHL,Emeco Holdings,Industrials,1096710000,0.051
AX,EHX,Ehr Resources,Materials,4180040,0
AX,EIGA,Einvest Income Trading Managed Units FP,,20526000,0.001
AX,EINC,Betalm Equity Income Trading Managed Units FP,,15383700,0.001
AX,ELD,Elders Limited,Consumer Staples,821154000,0.038
AX,ELK,ELK Petroleum,Energy,113261000,0.005
AX,ELO,Elmo Software,Information Technology,141151000,0.007
AX,ELS,Elsight Limited,Information Technology,41716100,0.002
AX,ELT,Elementos Limited,Materials,9361320,0
AX,ELX,ELLEX Medical Lasers,Health Care,100521000,0.005
AX,EM1,Emerge Gaming Limited,Information Technology,3990940,0
AX,EM2,Eagle Mountain,Materials,21942600,0.001
AX,EMB,Embelton Limited,Industrials,30188400,0.001
AX,EME,Energy Metals Limited,Energy,31452500,0.001
AX,EMH,European Metals HLDG Chess Depositary Interests 1:1,Materials,47027000,0.002
AX,EMKT,Vaneck Emerging MKT ETF Units FP,,7420060,0
AX,EML,EML Payments Limited,Information Technology,396497000,0.019
AX,EMP,Emperor Energy Limited,Energy,2723580,0
AX,EMR,Emerald Res NL,Materials,73893800,0.003
AX,EMU,EMU NL,Materials,4094990,0
AX,EN1,Engage:BDR Limited,Information Technology,16559300,0.001
AX,ENA,Ensurance Limited,Financials,11771700,0.001
AX,ENB,Eneabba Gas Limited,Utilities,3668920,0
AX,ENE,Enevis Limited,Industrials,18178900,0.001
AX,ENN,Elanor Investors Group Stapled Securities FP,Consumer Discretionary,179985000,0.008
AX,ENR,Encounter Resources,Materials,12872300,0.001
AX,ENT,Enterprise Metals,Materials,6522190,0
AX,ENX,Enegex Limited,Energy,965997,0
AX,EOL,Energy One Limited,Information Technology,20635800,0.001
AX,EOR,En Oil Gas Limited,Energy,3278480,0
AX,EOS,Electro Optic SYS,Industrials,302727000,0.014
AX,EPA,Ephraim Res Limited,,3080000,0
AX,EPD,Empired Limited,Information Technology,85668000,0.004
AX,EPM,Eclipse Metals,Energy,4594700,0
AX,EPW,Erm Power Limited,Utilities,430384000,0.02
AX,EQE,EQUUS Mining Limited,Materials,15841700,0.001
AX,EQT,Equity HL,Financials,480358000,0.023
AX,EQX,Equatorial Res Limited,Materials,41689200,0.002
AX,ERA,Energy Resources 'A',Energy,196736000,0.009
AX,ERF,Elanoretl Property Stapled Securities,Real Estate,160912000,0.008
AX,ERL,Empire Resources,Materials,5798420,0
AX,ERM,Emmerson Resources,Materials,29478600,0.001
AX,ESE,Esense-Lab Limited Chess Depositary Interests 1:1,Health Care,1414840,0
AX,ESGI,Vaneck ESG Internatl ETF Units FP,,11291000,0.001
AX,ESH,Esports Mogul Asia,Information Technology,28364800,0.001
AX,ESK,Etherstack Plc Chess Depositary Interests 1:1,Information Technology,29038200,0.001
AX,ESM,Esperance Minerals,Materials,2836480,0
AX,ESR,Estrella Res Limited,Materials,10333500,0
AX,ESTX,ETFSEUROSTOXX50 ETF Units FP,,64344500,0.003
AX,ESV,Eservglobal Limited,Information Technology,95219300,0.004
AX,ETE,Entek Energy Limited,Energy,4570930,0
AX,ETF,Ubs IQ Mstar Aus ETF Units FP,,8604470,0
AX,ETHI,Betasustainability ETF Units FP,,240987000,0.011
AX,ETPMAG,ETFs Physical Silver,,54878300,0.003
AX,ETPMPD,ETFs Physical Palladium,,1285370,0
AX,ETPMPM,ETFs Physical PM Basket,,6214870,0
AX,ETPMPT,ETFs Physical Platinum,,1660480,0
AX,EUC,European Cobalt Limited,Materials,39608300,0.002
AX,EUR,European Lithium Limited,Materials,57765000,0.003
AX,EUZ,Europa Metals Limited,Materials,11149200,0.001
AX,EVE,EVE Investments Limited,Financials,15883200,0.001
AX,EVM,Enviromission Limited,Utilities,56534300,0.003
AX,EVN,Evolution Mining Limited,Materials,4496950000,0.211
AX,EVO,Evolve Education Group Foreign Exempt NZX,Consumer Discretionary,80911000,0.004
AX,EVS,Envirosuite Limited,Information Technology,22998800,0.001
AX,EVT,Event Hospitality,Consumer Discretionary,2376300000,0.111
AX,EVZ,EVZ Limited,Industrials,30554000,0.001
AX,EWC,Energy World Corpor,Utilities,341170000,0.016
AX,EX20,BETAAUSEX20 ETF Units FP,,80737700,0.004
AX,EXG,Excelsior Gold Limited,Materials,29260200,0.001
AX,EXL,Elixinol Global,Consumer Staples,48010400,0.002
AX,EXO,ENNOX Group Limited,Financials,8842540,0
AX,EXP,Experience Co Limited,Consumer Discretionary,192169000,0.009
AX,EXR,Elixir Petroleum Limited,Energy,15266800,0.001
AX,EXU,Explaurum Limited,Materials,57769500,0.003
AX,EZL,EUROZ Limited,Financials,202847000,0.01
AX,FAIR,Betaausustainability ETF Units FP,,169032000,0.008
AX,FAR,FAR Limited,Energy,628076000,0.029
AX,FAU,First Au Limited,Materials,4927170,0
AX,FBR,FBR Limited,Industrials,196444000,0.009
AX,FBU,Fletcher Building Foreign Exempt NZX,Materials,5103020000,0.239
AX,FCC,First Cobalt Corp Chess Depositary Interests 1:1,Materials,29428200,0.001
AX,FCG,Frontier Capital Group,Consumer Discretionary,19103200,0.001
AX,FCT,Firstwave Cloud Tech,Information Technology,51688600,0.002
AX,FDIV,Vaneck Franked DIV ETF Units FP,,3962820,0
AX,FDM,Freedom Oil Gas,Energy,220790000,0.01
AX,FDV,Frontier Digital Limited,Information Technology,84510500,0.004
AX,FDX,Frontier Diamonds,Materials,3692040,0
AX,FE8,Faster Enterprises,Real Estate,4989840,0
AX,FEI,Fe INV Group Limited,Information Technology,11378300,0.001
AX,FEL,Fe Limited,Materials,5879920,0
AX,FET,Folkestone Edu Trust Units FP,Real Estate,723095000,0.034
AX,FEX,FENIX Resources Limited,Materials,408583,0
AX,FFC,Farmaforce Limited,Health Care,3622600,0
AX,FFG,Fatfish Internet Group,Financials,9991890,0
AX,FFI,F.F.I. Holdings,Consumer Staples,42835500,0.002
AX,FGF,First Growth Funds,,25686300,0.001
AX,FGG,Future GLB Invest Co,,410116000,0.019
AX,FGO,Flamingo Ai Limited,Information Technology,23687000,0.001
AX,FGR,First Graphene Limited,Materials,62596200,0.003
AX,FGX,Future Gen Limited,,469054000,0.022
AX,FHS,Freehill Mining Limited,Materials,3588090,0
AX,FID,Fiducian Group Limited,Financials,145116000,0.007
AX,FIG,Freedom Insurance,Financials,32362700,0.002
AX,FIN,FIN Resources Limited,Materials,5633830,0
AX,FLC,Fluence Corporation,Industrials,185669000,0.009
AX,FLK,Folkestone Limited,Real Estate,204749000,0.01
AX,FLN,Freelancer Limited,Consumer Discretionary,235789000,0.011
AX,FLOT,Vaneck Au Float Rate ETF Units FP,,123406000,0.006
AX,FLT,Flight Centre Travel,Consumer Discretionary,5373260000,0.252
AX,FMG,Fortescue Metals Group,Materials,12206100000,0.572
AX,FML,Focus Minerals Limited,Materials,31067300,0.001
AX,FMS,Flinders Mines Limited,Materials,278814000,0.013
AX,FND,Finders Resources,Materials,177472000,0.008
AX,FNP,Freedom Food Limited,Consumer Staples,1500500000,0.07
AX,FNT,Frontier Resources,Materials,8314730,0
AX,FOD,The Food Revolution,Consumer Staples,62939400,0.003
AX,FOOD,Beta Global Agri ETF Units FP,,17771800,0.001
AX,FOR,Forager Aust SHS FND Ordinary Units FP,,163547000,0.008
AX,FPC,Fat Prophets GBL Limited,,41353300,0.002
AX,FPH,Fisher & Paykel H Foreign Exempt NZX,Health Care,7896270000,0.37
AX,FPL,Fremont Petroleum,Energy,6913420,0
AX,FPP,Fat Prophets G P F Ordinary Units FP,,15317700,0.001
AX,FRI,Finbar Group Limited,Real Estate,243050000,0.011
AX,FRM,Farm Pride Foods,Consumer Staples,48006800,0.002
AX,FRN,Fraser Range Metals,Materials,4500000,0
AX,FRX,Flexiroam Limited,Telecommunication Services,8908580,0
AX,FSA,FSA Group Limited,Financials,167624000,0.008
AX,FSF,Fonterra Share Fund Ordinary Units FP Foreign Exempt NZX,Consumer Staples,477563000,0.022
AX,FSG,Field Solu Holdings Limited,Telecommunication Services,12470400,0.001
AX,FSI,Flagship Investments,Financials,46032400,0.002
AX,FTC,Fintech Chain Limited Chess Depositary Interests 1:1,Information Technology,48807700,0.002
AX,FTT,Factor Theraptcs Limited,Health Care,60072200,0.003
AX,FTZ,Fertoz Limited,Materials,23794800,0.001
AX,FUEL,Beta Global Energy ETF Units FP,,34557700,0.002
AX,FUN,Funtastic Limited,Consumer Discretionary,7111900,0
AX,FWD,Fleetwood Corp,Consumer Discretionary,222226000,0.01
AX,FXJ,Fairfax Media Limited,Consumer Discretionary,1897070000,0.089
AX,FXL,Flexigroup Limited,Financials,716741000,0.034
AX,FYA,Fortune Asia Group Limited,Materials,1237500,0
AX,FYI,FYI Resources Limited,Materials,18085600,0.001
AX,FZO,Family ZONE Cyber,Information Technology,54455300,0.003
AX,FZR,Fitzroy River Corp,Energy,17690200,0.001
AX,G1A,Galena Mining,Materials,42746900,0.002
AX,G88,Golden Mile Res Limited,Materials,8573240,0
AX,GAL,Galileo Mining Limited,Materials,19509400,0.001
AX,GAP,Gale Pacific Limited,Consumer Discretionary,102082000,0.005
AX,GAS,State GAS Limited,Energy,9826000,0
AX,GBA,Grandbridge Limited,Financials,612667,0
AX,GBE,Globe Metals &Mining,Materials,6056990,0
AX,GBG,Gindalbie Metals Limited,Materials,25493800,0.001
AX,GBI,Genera Biosystems,Health Care,17194600,0.001
AX,GBM,GBM Gold Limited,Materials,7828240,0
AX,GBP,Global Petroleum,Energy,7295500,0
AX,GBR,Greatbould Resources,Materials,14956400,0.001
AX,GBT,GBST Holdings,Information Technology,128355000,0.006
AX,GBZ,GBM Rsources Limited,Materials,6303580,0
AX,GC1,Glennon SML Co Limited,,47589500,0.002
AX,GCI,Gryphon Capital Ordinary Units FP,,172670000,0.008
AX,GCM,Garda Capital Group Stapled Securities,,31537500,0.001
AX,GCN,Goconnect Limited,Information Technology,6989600,0
AX,GCR,Golden Cross,Materials,5081110,0
AX,GCS,Global Construction,Industrials,308291000,0.014
AX,GCY,Gascoyne Res Limited,Materials,147107000,0.007
AX,GDF,Garda DIV Prop Fund Ordinary Units FP,Real Estate,168902000,0.008
AX,GDG,Generation DEV Group,Financials,140886000,0.007
AX,GDI,GDI Property Group Stapled Securities FP,Real Estate,712289000,0.033
AX,GDX,Vaneck Gold Miners ETF Cdis 1:1,,62029600,0.003
AX,GEAR,Betshares GEAR Fund ETF Units FP,,65393200,0.003
AX,GED,Golden Deeps,Materials,7712140,0
AX,GEM,G8 Education Limited,Consumer Discretionary,906949000,0.042
AX,GES,Genesis Resources,Materials,6262730,0
AX,GEV,Global Ene Ven Limited,Energy,69485800,0.003
AX,GFI,Global Fortune Limited,Materials,16156900,0.001
AX,GFL,Global Masters Fund,Financials,21875200,0.001
AX,GGE,Grand Gulf Energy,Energy,3070000,0
AX,GGG,Greenland Minerals,Materials,88877400,0.004
AX,GGUS,Beta Geared US EQ Trading Managed Fund Units FP,,18940000,0.001
AX,GGX,GAS2GRID Limited,Energy,4259440,0
AX,GID,Gi Dynamics Inc Cdi Forus,Health Care,16036500,0.001
AX,GLA,Gladiator Resources,Materials,2600500,0
AX,GLB,Globe International,Consumer Discretionary,84586200,0.004
AX,GLE,GLG Corp Limited,Consumer Discretionary,11856000,0.001
AX,GLH,Global Health Limited,Health Care,6351750,0
AX,GLIN,Ampcap Global Infra Trading Managed Fund Units FP,,22609600,0.001
AX,GLL,Galilee Energy Limited,Energy,144849000,0.007
AX,GLN,Galan Lithium Limited,Materials,26667200,0.001
AX,GMA,Genworth Mortgage,Financials,1076160000,0.05
AX,GMC,Gulf Manganese Corp,Materials,39739000,0.002
AX,GMD,Genesis Minerals,Materials,30967000,0.001
AX,GME,GME Resources Limited,Materials,55446100,0.003
AX,GMG,Goodman Group Stapled Securities FP,Real Estate,18791800000,0.88
AX,GML,Gateway Mining,Materials,14226400,0.001
AX,GMN,Gold Mountain Limited,Materials,48938600,0.002
AX,GMR,Golden Rim Resources,Materials,9448430,0
AX,GMV,G Medical,Health Care,42388300,0.002
AX,GMY,Goldfields Money,Financials,98898500,0.005
AX,GNC,Graincorp Limited Class A,Consumer Staples,1807960000,0.085
AX,GNE,Genesis Energy Limited Foreign Exempt NZX,Utilities,2390140000,0.112
AX,GNG,GR Engineering Limited,Materials,216429000,0.01
AX,GNX,GENEX Power Limited,Utilities,85100800,0.004
AX,GO2,THEGO2PEOPLE,Industrials,5079140,0
AX,GOE,Go Energy Group Limited,Industrials,9747050,0
AX,GOLD,ETFs Physical GOLD,Financials,587332000,0.028
AX,GOO,Gooroo Ventures Limited,Information Technology,3477020,0
AX,GOR,Gold Road Res Limited,Materials,596699000,0.028
AX,GOVT,SPDR GOVT Bond ETF Units FP,,12947500,0.001
AX,GOW,Gowing Bros. Limited,Financials,147491000,0.007
AX,GOZ,Growthpoint Property Unit/ Stapled Securities,Real Estate,2678000000,0.125
AX,GPP,Greenpower ENRGY Limited,Energy,5821480,0
AX,GPR,Geopacific Resources,Materials,54129600,0.003
AX,GPS,GPS Alliance Limited,Real Estate,5157750,0
AX,GPT,GPT Group Stapled Securities FP,Real Estate,9403480000,0.441
AX,GPX,Graphex Mining Limited,Materials,23220900,0.001
AX,GRB,Gage Roads Brewing,Consumer Staples,126445000,0.006
AX,GROW,SCH Real Return Fund Trading Managed Fund Units FP,,55854000,0.003
AX,GRR,Grange Resources,Materials,260401000,0.012
AX,GRV,Greenvale Energy Limited,Energy,2707300,0
AX,GSC,Global Geoscience,Materials,440849000,0.021
AX,GSL,Greatcell Solar Limited,Information Technology,65971600,0.003
AX,GSN,Great Southern,Materials,12349000,0.001
AX,GSS,Genetic Signatures,Health Care,76042200,0.004
AX,GSW,Getswift Limited,Information Technology,65382200,0.003
AX,GTE,Great Western Exp,Materials,6441400,0
AX,GTG,Genetic Technologies,Health Care,27985300,0.001
AX,GTK,Gentrack Group Limited Foreign Exempt NZX,Information Technology,645340000,0.03
AX,GTN,GTN Limited,Consumer Discretionary,489891000,0.023
AX,GTR,Gti Resources,Materials,2930730,0
AX,GTY,Gateway Lifestyle Stapled Securities,Real Estate,680348000,0.032
AX,GUD,G.U.D. Holdings,Consumer Discretionary,1251450000,0.059
AX,GUL,Gullewa Limited,Materials,3302710,0
AX,GVF,Global Value FND Limited,,159779000,0.007
AX,GWA,GWA Group Limited,Industrials,823517000,0.039
AX,GWR,GWR Group Limited,Materials,27774400,0.001
AX,GXL,Greencross Limited,Consumer Discretionary,509394000,0.024
AX,GXY,Galaxy Resources,Materials,1014730000,0.048
AX,GZL,GAZAL Corporation,Consumer Discretionary,205391000,0.01
AX,HACK,Beta Global Cyber ETF Units FP,,117265000,0.005
AX,HAR,Haranga Res Limited,Materials,1671610,0
AX,HAS,Hastings Tech Met,Materials,147834000,0.007
