Exchange,Stock,Stock_Name,Sector,Market_Cap,Weight_per
ASX,MOAT,Vaneck US Wide MOAT ETF Cdis 1:1,,72319200,0.003
ASX,MOB,Mobilicom Limited,Information Technology,10427500,0
ASX,MOC,Mortgage Choice Limited,Financials,169997000,0.008
ASX,MOD,MOD Resources Limited,Materials,92593000,0.004
ASX,MOE,Moelis Australia Limited,Financials,838263000,0.039
ASX,MOGL,MOGL (Managed Fund) Trading Managed Units FP,,87782800,0.004
ASX,MONY,Ubs IQ Cash ETF Units FP,,1001400,0
ASX,MOQ,MOQ Limited,Information Technology,37103800,0.002
ASX,MOX,MONAX Mining Limited,Materials,1444930,0
ASX,MOY,Millennium Min Limited,Materials,178193000,0.008
ASX,MP1,Megaport Limited,Information Technology,444774000,0.021
ASX,MPL,Medibank Private Limited,Financials,8014150000,0.375
ASX,MPO,Molopo Energy Limited,Energy,34865700,0.002
ASX,MPP,Metro Perf.Glass Limited Foreign Exempt NZX,Materials,134399000,0.006
ASX,MPW,MSL Solutions Limited,Information Technology,54834800,0.003
ASX,MPX,Mustera Property Group,Real Estate,29708100,0.001
ASX,MQG,Macquarie Group Limited,Financials,42901800000,2.01
ASX,MQR,Marquee Resource Limited,Materials,4240350,0
ASX,MRC,Mineral Commodities,Materials,84218300,0.004
ASX,MRD,Mount Ridley Mines,Materials,4564300,0
ASX,MRG,Murray River Group,Consumer Staples,39548800,0.002
ASX,MRL,Mayur Resources Limited Chess Depositary Interests 1:1,Materials,59583200,0.003
ASX,MRM,Mmaoffshor,Industrials,210229000,0.01
ASX,MRN,MACQ Media Limited,Consumer Discretionary,319775000,0.015
ASX,MRP,Macphersons Resource,Materials,28433100,0.001
ASX,MRQ,MRG Metals Limited,Materials,3335850,0
ASX,MRR,Minrex Resources Limited,Materials,2781330,0
ASX,MRV,Moreton Resources,Energy,24768900,0.001
ASX,MSB,Mesoblast Limited,Health Care,1037680000,0.049
ASX,MSE,Metalsearch Limited,Materials,5770920,0
ASX,MSG,MCS Services Limited,Industrials,3218260,0
ASX,MSI,Multistack Internat,Industrials,673824,0
ASX,MSM,MSM Corporation Intl,Information Technology,4280350,0
ASX,MSP,Maxsec Group Limited,Information Technology,11296400,0.001
ASX,MSR,Manas Res Limited,Materials,13215800,0.001
ASX,MSV,Mitchell Services,Industrials,85180400,0.004
ASX,MTB,Mount Burgess Mining,Materials,2539080,0
ASX,MTC,Metalstech Limited,Materials,3984730,0
ASX,MTH,Mithril Resources,Materials,2003420,0
ASX,MTL,Manalto Limited,Information Technology,3642390,0
ASX,MTM,Mareterram Limited,Consumer Staples,37088400,0.002
ASX,MTO,Motorcycle HLDG,Consumer Discretionary,207335000,0.01
ASX,MTS,Metcash Limited,Consumer Staples,2727770000,0.128
ASX,MUA,Mitula Group Limited,Information Technology,139402000,0.007
ASX,MUS,Mustang Resources,Materials,10341700,0
ASX,MVA,Vaneck Property ETF Units FP,,125775000,0.006
ASX,MVB,Vaneck Banks ETF Units FP,,38157600,0.002
ASX,MVE,Vaneck Midcap ETF Units FP,,94182200,0.004
ASX,MVF,Monash Ivf Group Limited,Health Care,257961000,0.012
ASX,MVOL,Ishares Edge Au MVOL ETF Units FP,,2196980,0
ASX,MVP,Medical Developments,Health Care,273568000,0.013
ASX,MVR,Vaneck Resources ETF Units FP,,52445600,0.002
ASX,MVS,Vaneck Small Masters ETF Units FP,,63533600,0.003
ASX,MVT,Mercantile Invest,Financials,50526000,0.002
ASX,MVW,Vaneck EQUAL Weight ETF Units FP,,595839000,0.028
ASX,MWR,MGM Wireless Limited,Information Technology,37068200,0.002
ASX,MWY,Midway Limited,Materials,226953000,0.011
ASX,MX1,Micro-X Limited,Health Care,56296800,0.003
ASX,MXC,MGC Pharmaceuticals,Health Care,58215900,0.003
ASX,MXI,Maxitrans Industries,Industrials,95314000,0.004
ASX,MXR,Maximus Resources,Materials,3481400,0
ASX,MXT,MCP Master Income Ordinary Units FP,,752666000,0.035
ASX,MYE,Mastermyne Group Limited,Materials,154664000,0.007
ASX,MYL,Myanmar Metals,Materials,87302700,0.004
ASX,MYO,Myob Group Limited,Information Technology,1784220000,0.084
ASX,MYQ,Myfiziq Limited,Information Technology,21872700,0.001
ASX,MYR,Myer Holdings Limited,Consumer Discretionary,418852000,0.02
ASX,MYS,Mystate Limited,Financials,436265000,0.02
ASX,MYX,Mayne Pharma Limited,Health Care,2043970000,0.096
ASX,MZI,MZI Res Limited,Materials,31040800,0.001
ASX,MZN,Marindi Metals Limited,Materials,14243700,0.001
ASX,MZZ,Matador Mining Limited,Materials,16306400,0.001
ASX,N1H,N1 Holdings Limited,Financials,7747780,0
ASX,N27,Northern Cobalt,Materials,5076410,0
ASX,NAB,National Aust. Bank,Financials,76035600000,3.562
ASX,NAC,Naos Ex-50,,53062300,0.002
ASX,NAE,New Age Exploration,Energy,5694240,0
ASX,NAG,Nagambie Resources,Materials,27422200,0.001
ASX,NAM,Namoi Cotton Limited,Industrials,59021900,0.003
ASX,NAN,Nanosonics Limited,Health Care,1076090000,0.05
ASX,NAV,Navigator Resources,Materials,3145790,0
ASX,NBI,Nbglobcorpincomtrust Ordinary Units FP,,418118000,0.02
ASX,NBL,Noni B Limited,Consumer Discretionary,336214000,0.016
ASX,NC6,Nanollose Limited,Health Care,3500000,0
ASX,NCC,Naos Emerg Opp,,76978900,0.004
ASX,NCK,Nick Scali Limited,Consumer Discretionary,521640000,0.024
ASX,NCL,Netccentric Limited Chess Depositary Interests 1:1,Consumer Discretionary,2887500,0
ASX,NCM,Newcrest Mining,Materials,14901900000,0.698
ASX,NCR,Nucoal Resources Limited,Materials,9223350,0
ASX,NCZ,New Century Resource,Materials,498932000,0.023
ASX,NDQ,BETASHARESNASDAQ100 ETF Units FP,,427073000,0.02
ASX,NEA,Nearmap Limited,Industrials,761631000,0.036
ASX,NEC,Nine Entertainment,Consumer Discretionary,1969300000,0.092
ASX,NES,Nelson Resources,Materials,5543680,0
ASX,NET,Netlinkz Limited,Information Technology,41150900,0.002
ASX,NEU,Neuren Pharmaceut,Health Care,123207000,0.006
ASX,NEW,NEW Energy Solar Stapled Securities,Utilities,505361000,0.024
ASX,NGE,NGE Capital Limited,,24256600,0.001
ASX,NGI,Navigator Global Limited,Financials,862627000,0.04
ASX,NGY,Nuenergy Gas Limited,Energy,56276300,0.003
ASX,NHC,New Hope Corporation,Energy,3283500000,0.154
ASX,NHF,Nib Holdings Limited,Financials,2660870000,0.125
ASX,NHL,Novita Health Limited,Health Care,15276400,0.001
ASX,NIC,Nickelmineslimited,Materials,340149000,0.016
ASX,NIO,Nickelore Limited,Materials,8001020,0
ASX,NIU,Niuminco Group Limited,Materials,5320320,0
ASX,NKP,Nkwe Platinum 1c US Common Shares FP,Materials,79777000,0.004
ASX,NLI,Novo Litio Limited,Materials,14913700,0.001
ASX,NME,NEX Metals Explorat,Materials,953298,0
ASX,NMI,Northern Mining,Materials,10322900,0
ASX,NML,Navarre Minerals Limited,Materials,18105500,0.001
ASX,NMM,Noble Metals Limited,Materials,17402800,0.001
ASX,NMS,Neptune Marine,Energy,27955800,0.001
ASX,NMT,Neometals Limited,Materials,141426000,0.007
ASX,NNW,99 Wuxian Limited Chess Depositary Interests 1:1,Consumer Discretionary,133364000,0.006
ASX,NOR,Norwood Systems Limited,Information Technology,6637150,0
ASX,NOV,Novatti Group Limited,Information Technology,35439400,0.002
ASX,NOX,Noxopharm Limited,Health Care,59067900,0.003
ASX,NSB,Neuroscientific,Health Care,8371970,0
ASX,NSC,Naos SMLCAP Com Limited,Financials,134352000,0.006
ASX,NSE,New Standard Energy,Energy,3940300,0
ASX,NSR,National Storage Stapled Security FP,Real Estate,1116380000,0.052
ASX,NST,Northern Star,Materials,5307480000,0.249
ASX,NSX,NSX Limited,Financials,33278700,0.002
ASX,NTC,Netcomm Wireless,Information Technology,101699000,0.005
ASX,NTD,National Tyre&Wheel,,119716000,0.006
ASX,NTI,Neurotech Intl,Health Care,10870900,0.001
ASX,NTL,New Talisman Gold,Materials,28138500,0.001
ASX,NTM,NTM Gold Limited,Materials,11547700,0.001
ASX,NTU,Northern Min Limited,Materials,88967300,0.004
ASX,NUF,Nufarm Limited,Materials,2195620000,0.103
ASX,NUH,Nuheara Limited,Information Technology,73992300,0.003
ASX,NUS,Nusantara Resources,Materials,17595300,0.001
ASX,NVA,Nova Minerals Limited,Materials,21073400,0.001
ASX,NVL,National Veterinary,Health Care,150083000,0.007
ASX,NVO,Nvoi Limited,Information Technology,3319600,0
ASX,NVT,Navitas Limited,Consumer Discretionary,1601260000,0.075
ASX,NVX,Novonix Limited,Materials,73266900,0.003
ASX,NWC,New World Cobalt Limited,Materials,27509100,0.001
ASX,NWE,Norwest Energy NL,Energy,10146300,0
ASX,NWF,Newfield Resources,Materials,75568900,0.004
ASX,NWH,NRW Holdings Limited,Industrials,776508000,0.036
ASX,NWL,Netwealth Group,Financials,1880050000,0.088
ASX,NWS,News Corp Class B Voting Common Stock-Cdi,Consumer Discretionary,1023960000,0.048
ASX,NWSLV,News Corp Class A Non-Voting Common Stock-Cdi,Consumer Discretionary,302688000,0.014
ASX,NXM,Nexus Minerals Limited,Materials,4960120,0
ASX,NXR,NEMEX Resources Limited,Materials,4918510,0
ASX,NXT,NEXTDC Limited,Information Technology,2233760000,0.105
ASX,NZC,NZURI Copper Limited,Materials,94689800,0.004
ASX,NZK,NZK Salmon Limited Foreign Exempt NZX,Consumer Staples,340649000,0.016
ASX,NZM,NZME Limited Foreign Exempt NZX,Consumer Discretionary,121527000,0.006
ASX,OAR,Oakdale Resource Limited,Materials,1167080,0
ASX,OBJ,OBJ Limited,Health Care,41617600,0.002
ASX,OCA,Oceania Healthc Limited Foreign Exempt NZX,Health Care,683485000,0.032
ASX,OCC,Orthocell Limited,Health Care,24470100,0.001
ASX,OCL,Objective Corp,Information Technology,260467000,0.012
ASX,OCP,Oceania Capital Limited,Financials,73634000,0.003
ASX,ODA,Orcoda Limited,Information Technology,17895200,0.001
ASX,ODM,Odin Metals Limited,Materials,26900900,0.001
ASX,ODY,Odyssey Energy,Energy,18014200,0.001
ASX,OEC,Orbital Corp Limited,Industrials,38297800,0.002
ASX,OEL,Otto Energy Limited,Energy,132807000,0.006
ASX,OEQ,Orion Equities,Financials,2850300,0
ASX,OEX,OILEX Limited,Energy,8639450,0
ASX,OFX,OFX Group Limited,Financials,552952000,0.026
ASX,OGA,Ocean Grown Abalone,Consumer Staples,27784400,0.001
ASX,OGC,Oceanagold Corp Chess Depositary Interest 1:1,Materials,2552370000,0.12
ASX,OGX,Orinoco Gold Limited,Materials,30279100,0.001
ASX,OHE,Orion Health Group Foreign Exempt NZX,Health Care,191083000,0.009
ASX,OIL,Optiscan Imaging,Health Care,26826100,0.001
ASX,OKJ,Oakajee Corp Limited,Financials,4256990,0
ASX,OKR,Okapi Resources,Materials,5528570,0
ASX,OKU,Oklo Resources Limited,Materials,93467200,0.004
ASX,OLH,Oldfields Holdings,Industrials,5752330,0
ASX,OLI,Oliver's Real Food,Consumer Discretionary,21340900,0.001
ASX,OLV,Otherlevels Holdings,Information Technology,8133720,0
ASX,OMH,Om Holdings Limited 10c,Materials,1126400000,0.053
ASX,OML,Ooh!Media Limited,Consumer Discretionary,1213970000,0.057
ASX,OMN,Onemarket,Information Technology,101357000,0.005
ASX,ONE,Oneview Healthcare Chess Depositary Interests 1:1,Health Care,93744000,0.004
ASX,ONT,1300 Smiles Limited,Health Care,151542000,0.007
ASX,ONX,Orminexltd,Materials,69914700,0.003
ASX,OOK,Ookami Limited,Information Technology,6554790,0
ASX,OOO,Betasharescrudeoil ETF Units FP,,30350000,0.001
ASX,OPG,Opus Group Limited,Industrials,58276900,0.003
ASX,OPN,Opendna Limited,Industrials,2253630,0
ASX,OPT,Opthea Limited,Health Care,120736000,0.006
ASX,ORA,Orora Limited,Materials,4006190000,0.188
ASX,ORE,Orocobre Limited,Materials,1103150000,0.052
ASX,ORG,Origin Energy,Energy,14533000000,0.681
ASX,ORH,ORH Limited,Industrials,1318940,0
ASX,ORI,Orica Limited,Materials,6458030000,0.303
ASX,ORM,Orion Metals Limited,Materials,8901950,0
ASX,ORN,Orion Minerals Limited,Materials,58085700,0.003
ASX,ORR,Orecorp Limited,Materials,53021100,0.002
ASX,OSH,Oil Search Limited 10 Toea,Energy,13758400000,0.645
ASX,OSL,Oncosil Medical,Health Care,124832000,0.006
ASX,OSP,Osprey Med Inc Chess Depositary Interests 2:1 US Prohibited,Health Care,75370800,0.004
ASX,OTR,Onterran Limited,Industrials,19960800,0.001
ASX,OTW,Over the Wire Limited,Information Technology,206587000,0.01
ASX,OVH,Onevue Holdings Limited,Financials,195610000,0.009
ASX,OVL,Oro Verde Limited,Materials,6222710,0
ASX,OVN,Oventus Medical Limited,Health Care,31781800,0.001
ASX,OXX,Octanex Limited,Energy,4908830,0
ASX,OZF,SPDR 200 Financials ETF Units FP,,64651100,0.003
ASX,OZG,Ozgrowth Limited,,62375300,0.003
ASX,OZL,OZ Minerals,Materials,3012660000,0.141
ASX,OZR,SPDR 200 Resources ETF Units FP,,77235200,0.004
ASX,P2P,P2P Transport,,65743800,0.003
ASX,PAA,Pharmaust Limited,Health Care,6964320,0
ASX,PAB,PATRYS Limited,Health Care,40679500,0.002
ASX,PAC,Pacific Group Limited,Financials,308723000,0.014
ASX,PAF,PM Capital Asian Ops,,65324100,0.003
ASX,PAI,Platinum Asia Limited,,431794000,0.02
ASX,PAK,Pacific American,Materials,8926520,0
ASX,PAN,Panoramic Resources,Materials,271990000,0.013
ASX,PAR,Paradigm Bio,Health Care,114277000,0.005
ASX,PAXX,Platinum Asia Fund Trading Managed Units FP,,110856000,0.005
ASX,PBP,Probiotec Limited,Health Care,93190900,0.004
ASX,PBT,Prana Biotechnology,Health Care,23089900,0.001
ASX,PBX,Pacific Bauxite Limited,Materials,6742440,0
ASX,PC1,Plus Connect Limited,Consumer Discretionary,8310860,0
ASX,PCG,Pengana Capital,Financials,323417000,0.015
ASX,PCH,Property Connect,Information Technology,1201940,0
ASX,PCK,Painchek Limited,Health Care,32105100,0.002
ASX,PCL,Pancontinental Oil,Energy,10813400,0.001
ASX,PDF,Pacific Dairies,Consumer Staples,8860420,0
ASX,PDI,Predictive Disc Limited,Materials,3305990,0
ASX,PDL,Pendal Group Limited,Financials,2795280000,0.131
ASX,PDN,Paladin Energy Limited,Energy,342603000,0.016
ASX,PDZ,Prairie Mining Limited,Materials,102953000,0.005
ASX,PEA,Pacific Energy,Utilities,233763000,0.011
ASX,PEC,Perpetual Res Limited,Materials,7137610,0
ASX,PEK,Peak Resources,Materials,27171200,0.001
ASX,PEL,Pelican Resources,Materials,5790780,0
ASX,PEN,Peninsula Energy Limited,Energy,64038200,0.003
ASX,PET,Phoslock ENV Tec Limited,Industrials,221250000,0.01
ASX,PEX,Peel Mining Limited,Materials,75713000,0.004
ASX,PFG,Prime Financial,Financials,22912500,0.001
ASX,PFP,Propel Funeral,Consumer Discretionary,270930000,0.013
ASX,PG1,Pearl Global Limited,Industrials,14553100,0.001
ASX,PGC,Paragon Care Limited,Health Care,220597000,0.01
ASX,PGF,PM Capital Fund,,454428000,0.021
ASX,PGH,Pact Group Holdings Limited,Materials,1236840000,0.058
ASX,PGI,Panterra Gold Limited,Materials,4545180,0
ASX,PGM,Platina Resources,Materials,24299600,0.001
ASX,PGR,The Pas Group Limited,Consumer Discretionary,40323800,0.002
ASX,PGS,Planet Gas Limited,Energy,1612870,0
ASX,PGX,Primero Group,Industrials,62712600,0.003
ASX,PGY,Pilot Energy Limited,Energy,1589410,0
ASX,PHI,Phileo Australia,Real Estate,377498000,0.018
ASX,PIA,Pengana Int EQU Limited,Financials,286097000,0.013
ASX,PIC,Perpetual Equity Limited,,295154000,0.014
ASX,PIL,Peppermint INV Limited,Information Technology,18688100,0.001
ASX,PIO,Pioneer Res Limited,Materials,29082200,0.001
ASX,PIQ,Proteomics Int Lab,Health Care,18823200,0.001
ASX,PIXX,Platinum Int Fund Trading Managed Fund Units FP,,244696000,0.011
ASX,PKA,Plukka Limited,Financials,2041040,0
ASX,PKD,Parkd Limited,Industrials,6630000,0
ASX,PKO,Peako Limited,Energy,864248,0
ASX,PL8,Plato Inc MAX Limited,,304035000,0.014
ASX,PLC,PLC Financial,Financials,2089240,0
ASX,PLG,Propertylink Group Stapled Securities US Prohibited,Real Estate,672100000,0.031
ASX,PLL,Piedmont Lithium Limited,Materials,86680700,0.004
ASX,PLS,Pilbara Min Limited,Materials,1570060000,0.074
ASX,PLUS,Vaneck Au Corp Bond ETF Units FP,,209765000,0.01
ASX,PLX,Pyrolyx AG Chess Depositary Interests 15:1,Materials,71121000,0.003
ASX,PM1,Pure Minerals Limited,Materials,3924430,0
ASX,PM8,Pensana Metals Limited,Materials,13776800,0.001
ASX,PMC,Platinum Capital Limited,Financials,535569000,0.025
ASX,PME,Pro Medicus Limited,Health Care,1291060000,0.06
ASX,PMGOLD,Gold Corp 0.00 ZAU Call STR.Prod,,5291890000,0.248
ASX,PMP,PMP Limited,Industrials,96934900,0.005
ASX,PMV,Premier Investments,Consumer Discretionary,2924850000,0.137
ASX,PMY,Pacifico Min Limited,Materials,5531980,0
ASX,PNC,Pioneer Credit Limited,Financials,203701000,0.01
ASX,PNI,Pinnacle Investment,Financials,1421410000,0.067
ASX,PNL,Paringa Resources,Energy,95421100,0.004
ASX,PNN,Pepinnini Lithium,Materials,4320390,0
ASX,PNR,Pantoro Limited,Materials,149608000,0.007
ASX,PNV,Polynovo Limited,Health Care,394853000,0.018
ASX,PNW,Pacific Star Network,Consumer Discretionary,69607000,0.003
ASX,PNX,PNX Metals Limited,Materials,10821400,0.001
ASX,PO3,Purifloh Limited,Utilities,14190600,0.001
ASX,POD,Podium Minerals,Materials,4045250,0
ASX,POH,Phosphagenics Limited,Health Care,36281500,0.002
ASX,POS,Poseidon Nick Limited,Materials,139804000,0.007
ASX,POU,Betashares Pound ETF ETF Units FP,,21299500,0.001
ASX,POW,Protean Energy Limited,Industrials,8216430,0
ASX,POZ,POZ Minerals Limited,Materials,11640200,0.001
ASX,PPC,Peet Limited,Real Estate,575727000,0.027
ASX,PPE,Peopleinfrastructure,Industrials,136568000,0.006
ASX,PPG,Pro-Pac Packaging,Materials,172719000,0.008
ASX,PPH,Pushpay Holdings Limited Foreign Exempt NZX,Information Technology,1038230000,0.049
ASX,PPK,PPK Group Limited,Industrials,19218900,0.001
ASX,PPL,Pureprofile Limited,Information Technology,15062000,0.001
ASX,PPS,Praemium Limited,Information Technology,444520000,0.021
ASX,PPT,Perpetual Limited,Financials,1982670000,0.093
ASX,PPY,Papyrus Australia,Materials,1583050,0
ASX,PRL,Petrel Energy Limited,Energy,4798880,0
ASX,PRO,Prophecy Internation,Information Technology,25924000,0.001
ASX,PRT,Prime Media Group Limited,Consumer Discretionary,87919300,0.004
ASX,PRU,Perseus Mining Limited,Materials,393266000,0.018
ASX,PRX,Prodigy Gold NL,Materials,37026100,0.002
ASX,PRY,Primary Health Care,Health Care,1891200000,0.089
ASX,PRZ,Parazero Limited,Information Technology,7306000,0
ASX,PSA,Petsec Energy,Energy,40030600,0.002
ASX,PSC,Prospect Res Limited,Materials,59433400,0.003
ASX,PSI,PSC Insurance Limited,Financials,716425000,0.034
ASX,PSM,Peninsula Mines Limited,Materials,5587260,0
ASX,PSQ,Pacific Smiles Group,Health Care,244709000,0.011
ASX,PSY,Panorama Synergy Limited,Information Technology,23092600,0.001
ASX,PSZ,PS&C Limited,Industrials,29615600,0.001
ASX,PTB,PTB Group Limited,Industrials,42535700,0.002
ASX,PTL,Pental Limited,Consumer Staples,40193900,0.002
ASX,PTM,Platinum Asset,Financials,3144600000,0.147
ASX,PTR,Petratherm Limited,Utilities,6790070,0
ASX,PTX,Prescient Limited,Health Care,16526900,0.001
ASX,PUN,Pegasus Metals,Materials,2025370,0
ASX,PUR,Pursuit Minerals,Materials,3217700,0
ASX,PVD,Pura Vida Energy NL,Energy,13330700,0.001
ASX,PVE,Po Valley Energy Limited,Energy,27290000,0.001
ASX,PVL,Powerhouse Ven Limited,Industrials,4468400,0
ASX,PVS,Pivotal Systems Chess Depositary Interests 1:1 US Prohibited,Information Technology,199766000,0.009
ASX,PWH,PWR Holdings Limited,Consumer Discretionary,320000000,0.015
ASX,PWN,Parkway Minls NL,Materials,3568890,0
ASX,PWNCA,Parkway Minls NL Ordinary Partly Paid to 0.1c 4.9c,Materials,123300,0
ASX,PXS,Pharmaxis Limited,Health Care,122150000,0.006
ASX,PXX,Polarx Limited,Materials,24151800,0.001
ASX,PYC,Phylogica Limited,Health Care,70835700,0.003
ASX,PYG,Paygroup Limited,Information Technology,38236900,0.002
ASX,PZC,Pan Asia Corp Limited,Energy,1382100,0
ASX,QAG,Betaagriculture ETF Units FP,,3108880,0
ASX,QAN,Qantas Airways,Industrials,9882080000,0.463
ASX,QAU,Betashares Gold ETF ETF Units FP,,58733400,0.003
ASX,QBE,QBE Insurance Group,Financials,14960300000,0.701
ASX,QBL,Queensland Bauxite,Materials,58972500,0.003
ASX,QCB,Betacommodities ETF Units FP,,10159300,0
ASX,QFN,Betashares ASX Fin ETF Units FP,,21656700,0.001
ASX,QFY,Quantify Tech Limited,Information Technology,7715690,0
ASX,QGL,Quantum Graphite,Materials,588156,0
ASX,QHL,Quickstep Holdings,Industrials,47282000,0.002
ASX,QIN,Quintis Limited,Materials,115136000,0.005
ASX,QIP,QANTM Intellectual,Industrials,177623000,0.008
ASX,QMIX,SPDR MSCI World QMIX ETF Units FP,,9115060,0
ASX,QMS,QMS Media Limited,Consumer Discretionary,335565000,0.016
ASX,QOZ,Betasharesrafiaus ETF Units FP,,217837000,0.01
ASX,QPON,Betaausbanksnrfrbetf ETF Units FP,,272255000,0.013
ASX,QRE,Betashares ASX Res ETF Units FP,,67191100,0.003
ASX,QSS,Questus Limited,Financials,2410400,0
ASX,QST,QUEST Investments,Financials,11795400,0.001
ASX,QTG,Q Technology Group Limited,Information Technology,1848690,0
ASX,QTM,Quantum Energy,Consumer Discretionary,26957700,0.001
ASX,QUAL,Vaneck WLD Xau QUAL ETF Units FP,,451355000,0.021
ASX,QUB,QUBE Holdings Limited,Industrials,4381620000,0.205
ASX,QUE,Queste Communication,Financials,2217470,0
ASX,QUS,Betashares US 1000 ETF Units FP,,43342100,0.002
ASX,QVE,QV Equities Limited,,319622000,0.015
ASX,R3D,R3D Global Limited,Consumer Discretionary,288029,0
ASX,RAC,Race Oncology Limited,Health Care,7337400,0
ASX,RAF,Raffles Capital Limited,Financials,992676,0
ASX,RAN,Range International,Materials,10253800,0
ASX,RAP,Resapp Health Limited,Health Care,145557000,0.007
ASX,RARI,Russaustrespinvetf ETF Units FP,,78169600,0.004
ASX,RAW,Rawson Oil & Gas Limited,Energy,3157120,0
ASX,RBD,Restaurant Brands NZ Foreign Exempt NZX,Consumer Discretionary,869420000,0.041
ASX,RBL,Redbubble Limited,Consumer Discretionary,357739000,0.017
ASX,RBO,Robo 3D Limited,Industrials,11238900,0.001
ASX,RBR,RBR Group Limited,Materials,5597890,0
ASX,RBTZ,Beta Robotics & Ai ETF Units FP,,2044000,0
ASX,RBX,Resource Base,Materials,934707,0
ASX,RCB,Russaustcorpbondetf ETF Units FP,,174901000,0.008
ASX,RCE,Recce Pharmaceutical,Health Care,15634900,0.001
ASX,RCL,Readcloud,Information Technology,17789700,0.001
ASX,RCO,Royalco Resources,Materials,10015700,0
ASX,RCP,Redbank Copper Limited,Materials,2573380,0
ASX,RCR,RCR Tomlinson,Industrials,285565000,0.013
ASX,RCT,Reef Casino Trust Units FP,Consumer Discretionary,150617000,0.007
ASX,RCW,Rightcrowd,Information Technology,24960000,0.001
ASX,RD1,Registry Direct,Information Technology,1890100,0
ASX,RDF,Redflex Holdings,Information Technology,67331800,0.003
ASX,RDG,Res DEV Group Limited,Materials,14522300,0.001
ASX,RDH,Redhill Education,Consumer Discretionary,107634000,0.005
ASX,RDM,Red Metal Limited,Materials,23131200,0.001
ASX,RDN,Raiden Resources Limited,Materials,3840600,0
ASX,RDS,Redstone Resources,Materials,6458880,0
ASX,RDV,Russell High DIV ETF ETF Units FP,,280073000,0.013
ASX,REA,REA Group,Information Technology,11318200000,0.53
ASX,RED,RED 5 Limited,Materials,75761600,0.004
ASX,REF,Reverse Corp Limited,Telecommunication Services,2321510,0
ASX,REG,Regis Healthcare Limited,Health Care,868889000,0.041
ASX,REH,Reece Limited,Industrials,6354120000,0.298
ASX,REL,Raven Energy Limited,Energy,20771300,0.001
ASX,RENT,Ampcap Global Prop Trading Managed Fund Units FP,,15760200,0.001
ASX,RES,Resource Generation,Energy,48254600,0.002
ASX,REV,Real Estate Investar,Information Technology,1515830,0
ASX,REX,Regional Express,Industrials,175145000,0.008
ASX,REY,REY Resources Limited,Energy,63715600,0.003
ASX,REZ,Resourc & En Group Limited,Materials,10305100,0
ASX,RFF,Rural Funds Group Stapled Securities FP,Real Estate,725300000,0.034
ASX,RFG,Retail Food Group,Consumer Discretionary,86804100,0.004
ASX,RFN,Reffind Limited,Information Technology,4124000,0
ASX,RFR,Rafaella Resources,Materials,4781460,0
ASX,RFT,Rectifier Technolog,Industrials,39617000,0.002
ASX,RFX,Redflow Limited,Industrials,52013500,0.002
ASX,RGB,Russaustgovtbondetf ETF Units FP,,60446700,0.003
ASX,RGI,Roto-Gro Intl Limited,Industrials,33096200,0.002
ASX,RGL,Riversgold,Materials,4311150,0
ASX,RGP,Refresh Group,Consumer Staples,6005500,0
ASX,RGS,Regeneus Limited,Health Care,39688200,0.002
ASX,RHC,Ramsay Health Care,Health Care,11100300000,0.52
ASX,RHI,Red Hill Iron,Materials,21833200,0.001
ASX,RHL,Ruralco Holdings,Consumer Discretionary,305402000,0.014
ASX,RHP,Rhipe Limited,Information Technology,161801000,0.008
ASX,RHT,Resonance Health,Health Care,10464900,0
ASX,RHY,RHYTHM Biosciences,Health Care,9337500,0
ASX,RIC,Ridley Corporation,Consumer Staples,469421000,0.022
ASX,RIE,Riedel Resources Limited,Materials,12542100,0.001
ASX,RIM,Rimfire Pacific,Materials,12265200,0.001
ASX,RINC,Beta LM Real Income Trading Managed Units FP,,12242100,0.001
ASX,RIO,RIO Tinto Limited,Materials,32481800000,1.522
ASX,RKN,Reckon Limited,Information Technology,96300600,0.005
ASX,RLC,Reedy Lagoon Corp,Materials,3822720,0
ASX,RLE,Real Energy Corp,Energy,27446500,0.001
ASX,RMD,Resmed Inc Cdi 10:1 Foreign Exempt NYSE,Health Care,22643300000,1.061
ASX,RMG,RMG Limited,Materials,12050600,0.001
ASX,RMI,Resource Mining Corp,Materials,2962670,0
ASX,RMP,Red Emperor Resource,Energy,25517600,0.001
ASX,RMS,Ramelius Resources,Materials,253684000,0.012
ASX,RMT,Rma Energy Limited,Materials,2100240,0
ASX,RMX,Red Mount Min Limited,Materials,4746260,0
ASX,RMY,Rma Global,Information Technology,32652500,0.002
ASX,RND,Rand Mining Limited,Materials,135936000,0.006
ASX,RNE,Renu Energy Limited,Utilities,9652710,0
ASX,RNL,Rision Limited,Information Technology,4147640,0
ASX,RNO,Rhinomed Limited,Health Care,33536300,0.002
ASX,RNT,Rent.com.Au Limited,Information Technology,16071100,0.001
ASX,RNU,Renascor Res Limited,Energy,17258900,0.001
ASX,RNX,Renegade Exploration,Materials,2850510,0
ASX,RNY,RNY Property Trust Units FP,Real Estate,1580480,0
ASX,ROBO,ETFs GLB ROBO ETF Units FP,,128461000,0.006
ASX,ROG,Red Sky Energy,Energy,1646420,0
ASX,ROO,Roots Sustainable Chess Depositary Interests 1:1,Industrials,9087170,0
ASX,RPG,Raptis Group Limited,Real Estate,4444040,0
ASX,RRL,Regis Resources,Materials,1886550000,0.088
